RECORD
349034
780425
208135
235407
1049911
999919
243101
934765
147964
1022555
989686
252810
780453
243064
310134
109067
780268
277192
1035967
402243
603585
159638
680798
780460
915476
116646
157578
187116
780451
774827
170125
574877
168049
358125
780500
954694
398251
964513
968793
430
150711
636407
257485
744798
488614
253456
598877
780517
429
934755
574889
845395
808794
89347
899789
412529
170697
170698
170678
170679
170676
170700
170683
170684
170685
170682
170686
170687
170677
170681
170688
170689
170680
170696
170699
776104
980639
790350
991329
991333
991331
168627
991499
925363
453366
986414
986416
991999
992001
611985
253428
153220
170691
1014199
170693
170690
170694
170695
170692
204670
649940
1053847
1053845
503594
834549
484112
994871
248669
835271
958185
598185
846834
963088
160598
667476
986393
986395
704400
647350
159769
727846
943499
601482
906391
405981
1065697
450582
930328
536252
1065219
910468
654707
992087
992063
992089
992061
992085
992065
992083
992091
992081
992093
992067
992079
992095
992075
992077
986435
986400
992073
986430
561387
509116
1008783
558226
861336
151367
828021
826511
160434
362572
164763
938771
938755
986437
478441
574948
998582
107564
622889
1025245
774826
989653
1062644
983005
445
994801
994773
994841
994843
994861
994869
994797
994799
994811
994839
994863
994845
994775
994831
994829
994827
994859
86592
968749
277037
176664
962851
968816
659475
968790
200177
355499
899379
159778
904015
151087
911394
1042648
113473
597733
1052408
698537
979484
827913
402297
855243
204374
938760
938761
373145
77124
974919
723058
1025557
698786
341904
655077
999506
1069990
994663
994661
994659
994667
991340
991338
994665
622890
684036
968744
968831
186867
595851
186590
649640
244037
882956
411369
463824
968823
400169
797298
327145
599287
744126
1032624
938804
938778
938789
938788
938787
938786
938803
938785
938784
938783
938782
938781
938780
938779
938802
938805
994769
994779
994873
994867
994809
994803
994865
994777
994847
994853
994857
994833
994835
994875
994781
994855
994771
994837
994795
994825
253500
53684
455257
382475
805392
398288
1012863
393493
796339
350627
747849
74412
992923
594582
1032608
243108
605862
364045
643508
893398
316224
243118
986424
986422
542597
48105
57452
870323
126516
97076
190213
853108
681401
979480
545537
268751
789596
928729
243087
243065
52020
515338
991541
254145
1069996
938758
717462
717461
717460
717463
477566
508709
432161
1026324
1027659
991958
991981
1061970
976542
878987
286333
286334
337220
729141
1056266
970438
571738
1007151
1015443
406715
831716
421192
968836
839956
729288
544373
996726
996728
591998
999118
133310
133311
963078
1067793
487293
818763
970440
315811
907016
172265
88127
90196
376750
1005300
48710
349362
284191
284185
284187
284190
284200
284201
284211
284198
284202
284210
284180
284189
284205
